sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_AveragedCosineSimilarity,metric_AveragedDistinctNgrams,metric_BertScore,metric_SD,metric_SD_norm,metric_SSD,metric_SSD_norm,metric_SentBert,metric_TSD,metric_TSD_norm
test.enc.prompt.txt::01297,You have very,0.0,content_diversity,your friends are really tall,they are really tall,"everyone you know, are so tall",how come your friends are so tall,they are very tall,-0.150,0.796,-0.505,2.454,0.491,4.112,0.822,-0.696,14.327,0.531
test.enc.prompt.txt::01298,I've got goose-bumps,1.0,content_diversity,just thinking about it,from this weather,talking about the past,all over me,from drinking cold water,-0.011,0.778,-0.144,3.134,0.627,4.991,0.998,-0.242,11.383,0.632
test.enc.prompt.txt::01298,I've got goose-bumps,0.0,content_diversity,sometimes i think,think about it,i am thinking,just thinking sometimes about it,so i thought about it,-0.082,0.877,-0.326,2.306,0.461,4.803,0.961,-0.697,12.956,0.682
test.enc.prompt.txt::01299,"Oh, yes. It",1.0,content_diversity,is my favourite dish,is more complicated than it looks,kinda hard to be friends with you,isn't important to me,looks like we've made it,-0.015,0.969,-0.073,2.909,0.582,4.988,0.998,-0.201,17.155,0.572
test.enc.prompt.txt::01299,"Oh, yes. It",0.0,content_diversity,hard to stay friends with you,is hard to be your friend,is really hard to be a friend of yours,is impossible to be your friend,is kinda hard to be your pal,-0.200,0.775,-0.544,2.093,0.419,4.514,0.903,-0.796,19.774,0.582
test.enc.prompt.txt::01300,Thank you. Your,1.0,content_diversity,behaviour has improved substantially,kind words mean world to me,dog saved my grandma,actions really speak a lot about you,son helped my kid with test,-0.004,0.993,-0.250,2.188,0.438,4.940,0.988,-0.166,17.305,0.641
test.enc.prompt.txt::01300,Thank you. Your,0.0,content_diversity,words mean a lot,words really mean a lot to me,words are so kind,words are priceless,words are important to me,-0.120,0.833,-0.397,1.936,0.387,4.235,0.847,-0.671,12.972,0.564
test.enc.prompt.txt::01301,How old are,1.0,content_diversity,these puppies,your parents,these dirty socks,"people in japan, on average",these tomatoes,-0.026,0.971,-0.270,1.953,0.391,5.000,1.000,-0.087,12.108,0.807
test.enc.prompt.txt::01301,How old are,0.0,content_diversity,your mom and dad,your mother and father,your family,you mom and pop,people who raised you,-0.051,0.718,-0.320,1.963,0.393,4.085,0.817,-0.552,12.400,0.689
test.enc.prompt.txt::01302,He seems to,1.0,content_diversity,be sicker than we originally thought.,really like his date.,like driving trucks.,want a dog for his next pet.,hate his job.,-0.020,0.974,-0.302,2.559,0.512,4.996,0.999,-0.079,15.778,0.563
test.enc.prompt.txt::01302,He seems to,0.0,content_diversity,dislike his occupation.,resent his position.,detest his obligations.,loathe his duties.,despise his career.,-0.067,0.547,-0.493,1.089,0.218,4.323,0.865,-0.820,7.714,0.386
test.enc.prompt.txt::01303,...and his church,1.0,content_diversity,fought the shooter off quickly,defied the orders on social distancing,became a cult group,snubbed a family that wanted to join,isn't really spiritual it's more a social gathering place,-0.016,0.974,-0.095,2.005,0.401,4.558,0.912,-0.225,23.650,0.678
test.enc.prompt.txt::01303,...and his church,0.0,content_diversity,congregation got together regardless of the rules,refused to comply with the governor's orders,had a large meeting in spite of the virus situation,angrily said they will stay open no matter what,infected a large amount of people due to their actions,-0.026,0.957,-0.227,2.945,0.589,4.991,0.998,-0.194,28.055,0.623
test.enc.prompt.txt::01304,"According to Caltech,",1.0,content_diversity,harvard is best university,this new technology is not feasible,there's been a major breakout in this case,women live longer then men,burgers are not healthy,-0.011,0.978,-0.154,2.405,0.481,4.997,0.999,-0.099,20.895,0.720
test.enc.prompt.txt::01304,"According to Caltech,",0.0,content_diversity,burgers are unhealthy,burgers are bad for your health,burgers are poor with nutrients,burgers damage your health,burgers impact your health in negative way,-0.109,0.880,-0.451,1.862,0.372,4.213,0.843,-0.861,14.678,0.587
test.enc.prompt.txt::01305,Unless we get,1.0,content_diversity,"our revenge, I give up","his notes, it is not possible","the files, we can't succeed","the weather forecast, we can't be sure","our hands on drugs, we can't be profitable",-0.045,0.922,-0.267,2.182,0.436,4.994,0.999,-0.276,24.110,0.574
test.enc.prompt.txt::01305,Unless we get,0.0,content_diversity,"his notes, it isn't feasible","his notes, we can't do it","his notes, it is impossible to do it","his notes, we can forget about doing it","his notes, we won't succeed",-0.176,0.820,-0.614,1.365,0.273,4.405,0.881,-0.691,18.766,0.436
test.enc.prompt.txt::01306,"So...you...survived the blast,",1.0,content_diversity,are you ok after that?,that is insane,how does that happen?,wow how did you do that,that is impressive,-0.056,0.930,-0.200,2.954,0.591,4.941,0.988,-0.385,16.604,0.722
test.enc.prompt.txt::01306,"So...you...survived the blast,",0.0,content_diversity,that is really crazy,how insane is that?,pretty crazy,that is something insane,pretty darn insane,-0.058,0.701,-0.338,2.380,0.476,4.854,0.971,-0.856,13.036,0.724
test.enc.prompt.txt::01307,"Yes, yes, the",1.0,content_diversity,best for our guests.,butler will get your coat.,time has come.,game is starting.,bathroom is down the hall.,-0.005,0.990,-0.298,2.284,0.457,4.968,0.994,-0.222,15.743,0.630
test.enc.prompt.txt::01307,"Yes, yes, the",0.0,content_diversity,match is beginning.,contest is going on.,meet is getting underway.,event is going ahead.,tournament is pushing forward.,-0.065,0.733,-0.562,1.266,0.253,4.942,0.988,-0.660,12.304,0.513
test.enc.prompt.txt::01308,"For Pete's sake,",1.0,content_diversity,stop eating grass,you should behave yourself,don't drink and drive,don't cross the road without looking,stop running with scissors,-0.010,0.981,-0.154,2.246,0.449,4.993,0.999,-0.256,12.836,0.513
test.enc.prompt.txt::01308,"For Pete's sake,",0.0,content_diversity,stop acting rude,you should behave better,watch your behaviour,stop acting like a spoiled brat,fix your behaviour,-0.039,0.929,-0.358,1.989,0.398,4.830,0.966,-0.509,14.089,0.742
test.enc.prompt.txt::01309,"Hi, honey! Feeling",1.0,content_diversity,frisky?,hungry?,like going out?,happy today?,like doing the taxes today?,-0.011,0.967,-0.391,2.110,0.422,4.925,0.985,-0.239,8.898,0.523
test.enc.prompt.txt::01309,"Hi, honey! Feeling",0.0,content_diversity,like going to do something?,like going on a date?,like getting out and having fun?,letting me take you out?,stepping out with me?,-0.024,0.958,-0.262,2.349,0.470,4.976,0.995,-0.390,17.868,0.596
test.enc.prompt.txt::01310,We have to,1.0,content_diversity,think logically,go soon,believe in each other,be more clear next time,call again,0.000,1.000,-0.137,1.531,0.306,4.963,0.993,-0.278,12.612,0.841
test.enc.prompt.txt::01310,We have to,0.0,content_diversity,we are leaving sooon,we gotta go,we'll be leaving very soon,gotta be going,leaving asap,-0.035,0.941,-0.236,1.819,0.364,4.925,0.985,-0.706,13.298,0.700
test.enc.prompt.txt::01311,Get the presents,1.0,content_diversity,for our family,and pack them,"into car, we'll deliver them",for my orphans,and put them on the table,-0.025,0.960,-0.194,2.261,0.452,4.973,0.995,-0.227,14.423,0.627
test.enc.prompt.txt::01311,Get the presents,0.0,content_diversity,for our relatives,for the kids,for my parents,for my grandparents,our siblings,-0.065,0.506,-0.521,1.841,0.368,4.803,0.961,-0.426,7.633,0.545
test.enc.prompt.txt::01312,"Yes, yes it",1.0,content_diversity,is a test that will challenge your abilities.,looks like a juicy hamburger to me.,looks really good on you!,goes over there next to the ottoman.,is almost time for bed and I am beat.,-0.011,0.978,-0.089,2.612,0.522,4.967,0.993,-0.140,26.314,0.642
test.enc.prompt.txt::01312,"Yes, yes it",0.0,content_diversity,will be sure to put your mind to the test.,is the determining factor of whether you go to the next grade or not!,is an important achievement to accomplish.,is up to you what you do with the knowledge you have acquired.,but I have faith you will perform wonderfully.,-0.042,0.937,-0.190,2.614,0.523,4.996,0.999,-0.354,37.901,0.677
test.enc.prompt.txt::01313,We stay down,1.0,content_diversity,"we stay alive, it's as simple as that.",south for the first week the north the second.,"at the lakeside, we've been here about a fortnight.","town in the swankiest hotel there is, we deserve it!","where the pollution is the thinnest, its healthier that way,",-0.032,0.961,0.002,3.010,0.602,4.997,0.999,-0.140,39.804,0.675
test.enc.prompt.txt::01313,We stay down,0.0,content_diversity,"south for a while then head north,",south first and the north.,south for a while then go north.,south for 7 days and then north for another 7.,south to begin with then move north.,-0.124,0.819,-0.384,1.917,0.383,4.111,0.822,-0.730,27.882,0.680
test.enc.prompt.txt::01314,And the ocean!,1.0,content_diversity,was really wet,it is calming,could not get any prettier,was cool,the ocean is great,-0.014,0.976,-0.167,2.520,0.504,4.186,0.837,-0.338,13.647,0.803
test.enc.prompt.txt::01314,And the ocean!,0.0,content_diversity,its very calming,so calm,it is very cool and calm,i love how the ocean is calming,i cant believe how calm it is,-0.045,0.918,-0.330,2.464,0.493,4.970,0.994,-0.711,15.553,0.622
test.enc.prompt.txt::01315,How long will,1.0,content_diversity,this visit take,she live after the procedure,you let your hair grow out to,this virus kill people,snow fall in the mountains tonight,-0.009,0.984,-0.025,2.321,0.464,4.931,0.986,-0.115,14.088,0.564
test.enc.prompt.txt::01315,How long will,0.0,content_diversity,spending time at your mothers be,the doctor appointment last,we spend at the funeral home visitation,you stay over at her house,she sit on my couch today,-0.013,0.979,-0.159,2.157,0.431,4.838,0.968,-0.297,15.725,0.542
test.enc.prompt.txt::01316,What are you,1.0,content_diversity,thinking about,doing tonight,gonna do about this,having for dinner tonight,calling this now,-0.020,0.760,-0.097,2.265,0.453,4.989,0.998,-0.312,10.750,0.717
test.enc.prompt.txt::01316,What are you,0.0,content_diversity,what do you think of this,how are your thoughts on this,what are you thinking of this 1,"how did you think this would work, did you think about it?","ok, think about it first",-0.061,0.877,-0.257,1.765,0.353,4.804,0.961,-0.611,25.239,0.647
test.enc.prompt.txt::01317,"Go home, Cliff,",1.0,content_diversity,nobody likes you.,you are drunk.,your wife is waiting for you.,you have a big day at work tomorrow.,my family is ready to go to bed.,-0.030,0.964,-0.357,2.330,0.466,4.997,0.999,-0.118,19.510,0.591
test.enc.prompt.txt::01317,"Go home, Cliff,",0.0,content_diversity,you have a 12 hour workday tomorrow.,you have to give a presentation at work tomorrow.,you have an important client meeting tomorrow.,you have to prepare for tomorrow's workday.,you have an important coporate event tomorrow.,-0.142,0.838,-0.508,1.580,0.316,4.922,0.984,-0.543,19.838,0.451
test.enc.prompt.txt::01318,"Stop it, you",1.0,content_diversity,cant go in there,just call me and expect me to answer,be here,have some explaining to do,did not let me know you were coming,-0.007,0.978,0.029,2.722,0.544,4.995,0.999,-0.220,14.656,0.543
test.enc.prompt.txt::01318,"Stop it, you",0.0,content_diversity,sorry this is off limits,you cant come into here,"you cant go in, sorry",sorry you are not allowed,you cannot come in,-0.051,0.931,-0.339,1.855,0.371,4.940,0.988,-0.690,16.120,0.645
test.enc.prompt.txt::01319,"You're serious, aren't",1.0,content_diversity,you?,i the 1 who paid for everything!,we leaving in a hour?,you going to work today?,doing something later?,0.000,1.000,-0.195,2.619,0.524,4.988,0.998,-0.213,13.328,0.513
test.enc.prompt.txt::01319,"You're serious, aren't",0.0,content_diversity,are we leaving soon?,i think we are leaving in about an hour,are we leaving in an hour?,do we leave soon,can we go in an hour or so?,-0.100,0.868,-0.474,2.286,0.457,4.660,0.932,-0.702,18.264,0.537
test.enc.prompt.txt::01320,It means that,1.0,content_diversity,we get to go today,we should rethink everything,you should be more careful,try again,go home,-0.015,0.967,-0.168,2.590,0.518,4.984,0.997,-0.224,14.125,0.785
test.enc.prompt.txt::01320,It means that,0.0,content_diversity,try harder,make an effirt again,be gentle and try another time,try to do it again,maybe have another go again,-0.032,0.955,-0.253,2.618,0.524,4.975,0.995,-0.573,13.573,0.617
test.enc.prompt.txt::01321,"How 'bout it,",1.0,content_diversity,do you think is feasible,think about whole family,you fix your car,you study more next time,you don't hurt people,-0.031,0.964,-0.079,3.294,0.659,4.990,0.998,-0.079,14.769,0.615
test.enc.prompt.txt::01321,"How 'bout it,",0.0,content_diversity,you think we can do it ourself?,you think it's doable?,do you think we can do it?,do you think we need no help?,do you think it's possible to do it?,-0.234,0.696,-0.600,2.144,0.429,4.551,0.910,-0.674,21.763,0.518
test.enc.prompt.txt::01322,Are you kidding?!,1.0,content_diversity,I can't believe it!,I had no idea.,She said what?,I have to see it!,What?!,-0.018,0.965,-0.132,2.359,0.393,4.958,0.992,-0.413,16.717,0.669
test.enc.prompt.txt::01322,Are you kidding?!,0.0,content_diversity,Show me!,Let me see!,Let's have a look.,I want to see it.,I must see this.,-0.009,0.978,-0.299,2.474,0.495,4.938,0.988,-0.673,13.527,0.541
test.enc.prompt.txt::01323,Go to the,1.0,content_diversity,mall and get me some clothes,store and buy me cigarettes,frank's house,gas station and pick me up,post office and get the package for me,-0.045,0.939,-0.171,2.290,0.458,4.647,0.929,-0.238,16.047,0.553
test.enc.prompt.txt::01323,Go to the,0.0,content_diversity,post and pick up a package,post office and collect the package,post and get me a parcel,post office and take a package for me,post and bring back my parcel,-0.117,0.860,-0.443,1.652,0.330,4.244,0.849,-0.828,15.791,0.493
test.enc.prompt.txt::01324,Or pee in,1.0,content_diversity,the glass,the field,the sea,a restaurant toilet,"there, behind that bush",-0.030,0.769,-0.065,1.757,0.351,4.950,0.990,-0.156,11.437,0.817
test.enc.prompt.txt::01324,Or pee in,0.0,content_diversity,a restroom,a toilet in a restaurant,a wc in restaurant,a toilet when we get to a restaurant,a restaurant's restroom,-0.111,0.876,-0.411,1.622,0.324,4.860,0.972,-0.672,14.553,0.606
test.enc.prompt.txt::01325,Or have perfect,1.0,content_diversity,teeth,relationship with you parents,score on your math test,timing to score winning goal,smile,-0.004,0.988,-0.157,2.526,0.505,4.743,0.949,-0.145,10.842,0.678
test.enc.prompt.txt::01325,Or have perfect,0.0,content_diversity,moment to score,timing to score a winner,time to score a winning goal,moment to decide the game,timing for winning goal,-0.102,0.842,-0.369,1.642,0.328,4.809,0.962,-0.645,16.830,0.732
